# /home/bioflora/allopolyploids/scripts/_bootstrap_label_stats.pl iqtree_boottrees_100_random_congruent_concatenate/ 0

100065_c35185_g1_i1_chr2-2924216-2928564--.fa.block.label.reduced.fna.trimmed.fna.extract_Bboi_A.fna.boottrees	Bboi_A	84	16	0	0	0	0	0	0	0	100
100065_c35185_g1_i1_chr2-2924216-2928564--.fa.block.label.reduced.fna.trimmed.fna.extract_Bhyb_D.fna.boottrees	Bhyb_D	0	0	0	100	0	0	0	0	0	100
100065_c35185_g1_i1_chr2-2924216-2928564--.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_A.fna.boottrees	Bmex_A	93	7	0	0	0	0	0	0	0	100
100065_c35185_g1_i1_chr2-2924216-2928564--.fa.block.label.reduced.fna.trimmed.fna.extract_Bpho_E.fna.boottrees	Bpho_E	1	0	2	37	40	19	1	0	0	100
100128_c35206_g3_i1_chr2-21577376-21581870-+.fa.block.label.reduced.fna.trimmed.fna.extract_B422_F.fna.boottrees	B422_F	0	0	0	0	74	5	21	0	0	100
100128_c35206_g3_i1_chr2-21577376-21581870-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bboi_E.fna.boottrees	Bboi_E	0	0	8	11	79	0	2	0	0	100
100128_c35206_g3_i1_chr2-21577376-21581870-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bhyb_D.fna.boottrees	Bhyb_D	0	0	0	100	0	0	0	0	0	100
100128_c35206_g3_i1_chr2-21577376-21581870-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_A.fna.boottrees	Bmex_A	72	1	9	10	0	0	0	0	0	92
100128_c35206_g3_i1_chr2-21577376-21581870-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bret_E.fna.boottrees	Bret_E	0	0	0	0	78	6	16	0	0	100
100128_c35206_g3_i1_chr2-21577376-21581870-+.fa.block.label.reduced.fna.trimmed.fna.extract_Brup_F.fna.boottrees	Brup_F	0	0	0	0	7	88	5	0	0	100
100174_c37800_g1_i2_Chr07-2163281-2167826-+.fa.block.label.reduced.fna.trimmed.fna.extract_B422_E.fna.boottrees	B422_E	0	0	0	29	69	0	2	0	0	100
100174_c37800_g1_i2_Chr07-2163281-2167826-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bboi_C.fna.boottrees	Bboi_C	1	31	68	0	0	0	0	0	0	100
100174_c37800_g1_i2_Chr07-2163281-2167826-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bhyb_B.fna.boottrees	Bhyb_B	0	97	3	0	0	0	0	0	0	100
100174_c37800_g1_i2_Chr07-2163281-2167826-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_C.fna.boottrees	Bmex_C	0	2	84	14	0	0	0	0	0	100
100174_c37800_g1_i2_Chr07-2163281-2167826-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bpho_E.fna.boottrees	Bpho_E	0	0	0	24	70	0	6	0	0	100
100174_c37800_g1_i2_Chr07-2163281-2167826-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bret_C.fna.boottrees	Bret_C	3	49	45	0	3	0	0	0	0	100
100174_c37800_g1_i2_Chr07-2163281-2167826-+.fa.block.label.reduced.fna.trimmed.fna.extract_Brup_E.fna.boottrees	Brup_E	0	0	1	24	74	0	1	0	0	100
100177_c27057_g1_i1_chr9-27987595-27995538--.fa.block.label.reduced.fna.trimmed.fna.extract_B422_G.fna.boottrees	B422_G	0	0	0	0	0	0	42	35	23	100
100177_c27057_g1_i1_chr9-27987595-27995538--.fa.block.label.reduced.fna.trimmed.fna.extract_Bboi_C.fna.boottrees	Bboi_C	6	49	45	0	0	0	0	0	0	100
100177_c27057_g1_i1_chr9-27987595-27995538--.fa.block.label.reduced.fna.trimmed.fna.extract_Bhyb_D.fna.boottrees	Bhyb_D	0	0	1	99	0	0	0	0	0	100
100177_c27057_g1_i1_chr9-27987595-27995538--.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_C.fna.boottrees	Bmex_C	0	0	45	55	0	0	0	0	0	100
100177_c27057_g1_i1_chr9-27987595-27995538--.fa.block.label.reduced.fna.trimmed.fna.extract_Bpho_G.fna.boottrees	Bpho_G	0	0	0	0	0	0	40	27	33	100
100177_c27057_g1_i1_chr9-27987595-27995538--.fa.block.label.reduced.fna.trimmed.fna.extract_Bret_C.fna.boottrees	Bret_C	4	16	56	0	0	0	24	0	0	100
100177_c27057_g1_i1_chr9-27987595-27995538--.fa.block.label.reduced.fna.trimmed.fna.extract_Brup_G.fna.boottrees	Brup_G	0	0	0	0	0	0	4	37	59	100
100247_c34971_g5_i1_chr1-7464635-7467382-+.fa.block.label.reduced.fna.trimmed.fna.extract_B422_G.fna.boottrees	B422_G	0	0	0	0	4	21	75	0	0	100
100247_c34971_g5_i1_chr1-7464635-7467382-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bboi_A.fna.boottrees	Bboi_A	98	0	2	0	0	0	0	0	0	100
100247_c34971_g5_i1_chr1-7464635-7467382-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bhyb_B.fna.boottrees	Bhyb_B	0	99	1	0	0	0	0	0	0	100
100247_c34971_g5_i1_chr1-7464635-7467382-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_A.fna.boottrees	Bmex_A	99	0	0	1	0	0	0	0	0	100
100247_c34971_g5_i1_chr1-7464635-7467382-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bpho_G.fna.boottrees	Bpho_G	0	0	0	0	3	5	84	2	6	100
100247_c34971_g5_i1_chr1-7464635-7467382-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bret_A.fna.boottrees	Bret_A	81	0	8	0	9	0	2	0	0	100
100247_c34971_g5_i1_chr1-7464635-7467382-+.fa.block.label.reduced.fna.trimmed.fna.extract_Brup_G.fna.boottrees	Brup_G	0	0	0	0	0	0	2	13	85	100
100433_c38261_g1_i3_chr7-10097613-10100777-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bboi_C.fna.boottrees	Bboi_C	1	4	87	2	4	0	0	1	1	100
100433_c38261_g1_i3_chr7-10097613-10100777-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_C.fna.boottrees	Bmex_C	3	15	77	0	5	0	0	0	0	100
100433_c38261_g1_i3_chr7-10097613-10100777-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bret_C.fna.boottrees	Bret_C	0	0	13	9	35	0	7	22	14	100
100471_c17252_g1_i1_chr8-13382213-13384411-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bboi_B.fna.boottrees	Bboi_B	22	54	23	0	1	0	0	0	0	100
100471_c17252_g1_i1_chr8-13382213-13384411-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bhyb_D.fna.boottrees	Bhyb_D	0	0	0	100	0	0	0	0	0	100
100471_c17252_g1_i1_chr8-13382213-13384411-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_B.fna.boottrees	Bmex_B	35	57	8	0	0	0	0	0	0	100
100471_c17252_g1_i1_chr8-13382213-13384411-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bpho_E.fna.boottrees	Bpho_E	0	0	0	0	88	12	0	0	0	100
100471_c17252_g1_i1_chr8-13382213-13384411-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bret_E.fna.boottrees	Bret_E	0	0	0	0	84	16	0	0	0	100
100471_c17252_g1_i1_chr8-13382213-13384411-+.fa.block.label.reduced.fna.trimmed.fna.extract_Brup_G.fna.boottrees	Brup_G	0	0	0	0	0	3	55	16	26	100
100491_c34465_g2_i3_chr2-3473594-3481990--.fa.block.label.reduced.fna.trimmed.fna.extract_B422_I.fna.boottrees	B422_I	0	0	0	0	0	0	10	18	72	100
100491_c34465_g2_i3_chr2-3473594-3481990--.fa.block.label.reduced.fna.trimmed.fna.extract_Bboi_A.fna.boottrees	Bboi_A	23	58	16	1	0	0	2	0	0	100
100491_c34465_g2_i3_chr2-3473594-3481990--.fa.block.label.reduced.fna.trimmed.fna.extract_Bhyb_B.fna.boottrees	Bhyb_B	0	60	11	29	0	0	0	0	0	100
100491_c34465_g2_i3_chr2-3473594-3481990--.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_A.fna.boottrees	Bmex_A	43	37	14	4	1	0	0	0	0	99
100491_c34465_g2_i3_chr2-3473594-3481990--.fa.block.label.reduced.fna.trimmed.fna.extract_Bpho_E.fna.boottrees	Bpho_E	0	0	0	3	40	19	38	0	0	100
100491_c34465_g2_i3_chr2-3473594-3481990--.fa.block.label.reduced.fna.trimmed.fna.extract_Bret_F.fna.boottrees	Bret_F	0	3	0	13	80	3	1	0	0	100
100491_c34465_g2_i3_chr2-3473594-3481990--.fa.block.label.reduced.fna.trimmed.fna.extract_Brup_I.fna.boottrees	Brup_I	0	0	0	0	0	0	7	34	59	100
100546_c28312_g1_i1_chr6-9687476-9690120--.fa.block.label.reduced.fna.trimmed.fna.extract_Bhyb_B.fna.boottrees	Bhyb_B	0	100	0	0	0	0	0	0	0	100
100546_c28312_g1_i1_chr6-9687476-9690120--.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_A.fna.boottrees	Bmex_A	96	0	4	0	0	0	0	0	0	100
100546_c28312_g1_i1_chr6-9687476-9690120--.fa.block.label.reduced.fna.trimmed.fna.extract_Bret_E.fna.boottrees	Bret_E	0	0	0	0	91	1	0	4	4	100
100632_c70104_g1_i1_chr1-24356237-24359322-+.fa.block.label.reduced.fna.trimmed.fna.extract_B422_E.fna.boottrees	B422_E	0	0	0	0	6	5	83	2	4	100
100632_c70104_g1_i1_chr1-24356237-24359322-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bboi_B.fna.boottrees	Bboi_B	36	36	28	0	0	0	0	0	0	100
100632_c70104_g1_i1_chr1-24356237-24359322-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bpho_E.fna.boottrees	Bpho_E	0	0	67	17	14	2	0	0	0	100
100632_c70104_g1_i1_chr1-24356237-24359322-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bret_B.fna.boottrees	Bret_B	3	46	51	0	0	0	0	0	0	100
100632_c70104_g1_i1_chr1-24356237-24359322-+.fa.block.label.reduced.fna.trimmed.fna.extract_Brup_I.fna.boottrees	Brup_I	0	0	0	0	0	0	8	5	87	100
100693_c25007_g1_i1_chr4-30923463-30927107-+.fa.block.label.reduced.fna.trimmed.fna.extract_B422_F.fna.boottrees	B422_F	0	0	0	0	2	86	12	0	0	100
100693_c25007_g1_i1_chr4-30923463-30927107-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bboi_C.fna.boottrees	Bboi_C	10	1	87	2	0	0	0	0	0	100
100693_c25007_g1_i1_chr4-30923463-30927107-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bhyb_D.fna.boottrees	Bhyb_D	0	0	0	100	0	0	0	0	0	100
100693_c25007_g1_i1_chr4-30923463-30927107-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bmex_A.fna.boottrees	Bmex_A	77	11	5	2	0	0	0	0	0	95
100693_c25007_g1_i1_chr4-30923463-30927107-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bpho_F.fna.boottrees	Bpho_F	0	0	0	0	0	88	12	0	0	100
100693_c25007_g1_i1_chr4-30923463-30927107-+.fa.block.label.reduced.fna.trimmed.fna.extract_Bret_F.fna.boottrees	Bret_F	0	0	0	0	4	82	13	1	0	100
100693_c25007_g1_i1_chr4-30923463-30927107-+.fa.block.label.reduced.fna.trimmed.fna.extract_Brup_F.fna.boottrees	Brup_F	0	0	0	0	1	82	15	2	0	100
